State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Housholds_with_Electric_Lighting,Households_with_Computer,Graduate_Education,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Television,Having_latrine_facility_within_the_premises_Total_Households,Having_bathing_facility_Total_Households,Households_with_Television,sex_ratio,literacy_rate
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,58589,703624,123400,272280,461137,120172,604959,667902,669232,604959,87.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,2673,140099,10085,27461,90845,12805,102314,99571,128019,102314,88.0,55.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,7897,183396,21662,37417,140084,26253,152610,167596,171503,152610,89.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,4571,166585,14077,36905,109666,23185,130482,133635,152188,130482,90.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,24274,352929,55105,141947,253101,57008,308440,309524,327085,308440,89.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,6600,129123,17542,38823,95548,17248,111937,88385,114310,111937,92.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,10736,305557,30955,73636,240629,35264,244837,259912,282915,244837,89.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,13499,393498,41732,172683,187324,24509,250461,204571,305048,250461,95.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,9750,485723,45770,222622,242678,30207,258862,172919,330836,258862,89.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,2324,120603,15062,47094,39865,5287,48693,45574,72390,48693,98.0,46.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1363,161310,9491,49939,61129,5741,88344,42258,92962,88344,93.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2766,126494,37730,39533,47366,27009,52926,66597,234694,52926,90.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,4179,288723,26106,132571,152915,10349,160190,85903,198184,160190,88.0,58.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,6207,373644,24014,106667,212245,17508,175393,115740,231845,175393,97.0,52.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,7607,220793,29531,101714,97914,17113,138480,195188,301031,138480,91.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1392,136969,7705,41052,86810,5787,78692,42082,77636,78692,92.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,4941,268172,16560,67155,173375,11261,119801,67820,138788,119801,97.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,2577,231696,15259,77282,46531,9938,131174,200805,268120,131174,94.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1719,195277,14539,90833,84799,6664,82113,50480,85330,82113,91.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1330,96086,9504,37856,80614,3614,51423,33172,77503,51423,85.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1477,141275,11742,39312,18435,4385,46510,38043,62463,46510,99.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,6295,283142,24901,104071,149905,21515,181616,316783,332389,181616,89.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,3360,243163,16217,84185,93418,16537,140280,278373,278085,140280,91.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,76565,990085,182350,703673,393025,142866,764302,694107,816767,764302,91.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,754,43141,7416,10604,11291,5218,19388,26456,79428,19388,85.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1585,161845,12794,25210,37596,12367,54245,51153,145214,54245,95.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1750,220428,9403,47985,81160,5385,96225,46984,110586,96225,95.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,4828,297559,24178,158936,74695,15861,189511,205571,297078,189511,95.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,408808,54808,177199,193641,40768,246002,248676,481462,246002,92.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,132079,13045,67639,52008,3820,49752,41754,69366,49752,86.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,12843,339899,36297,167778,150716,24848,236764,195286,265337,236764,91.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,4449,347344,35328,117444,90046,26150,184518,209311,393528,184518,95.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,4043,326793,19270,67021,175945,14175,154761,124303,274998,154761,99.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1989,193276,9222,34286,65503,7060,80267,49135,105451,80267,99.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,140947,14310,70870,66594,4398,61935,52475,81379,61935,90.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,5647,339457,28382,181282,76325,22494,218772,222955,328313,218772,95.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,2146,134089,10297,27076,52893,6343,65197,54218,91080,65197,94.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1908,158264,12482,67155,93547,6295,83447,49974,92778,83447,95.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,14211,357846,48517,142672,145780,27979,180282,150738,223077,180282,96.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,352758,127465,246988,103064,87499,320151,331089,333378,320151,88.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,177502,8371,57524,104900,2937,165150,35933,40121,165150,101.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,217368,1096334,355838,905515,409796,146388,1055696,1057802,1073399,1055696,99.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,63273,896325,149920,440520,353990,87211,841918,630809,852521,841918,100.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,598412,50938,227530,343988,19828,555029,230004,293116,555029,99.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,3651,337972,18927,112592,164521,5843,310765,72402,181094,310765,95.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,500057,38677,163050,222834,15538,458486,187447,356703,458486,100.0,69.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,18604,595211,58861,215514,368604,33405,557479,322847,503567,557479,99.0,66.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,961161,200738,526886,425865,68427,904619,651240,805076,904619,99.0,75.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,15673,465692,52943,254107,122491,21577,438938,427853,300602,438938,102.0,83.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,4915,264949,17995,85595,153941,10648,250010,118708,168148,250010,102.0,68.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,34097,754141,95311,363152,325803,30852,708942,472221,551839,708942,99.0,75.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,5585,381940,19692,125639,219886,9042,362211,163184,155663,362211,103.0,75.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,441044,31581,169206,262313,18550,418420,194417,330625,418420,99.0,68.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,135751,7745,44025,59863,2259,125953,33135,56453,125953,100.0,66.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,354493,18272,111731,209024,7882,324444,109247,112174,324444,101.0,69.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,291400,22379,97405,125445,5524,284169,120474,130578,284169,98.0,72.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,20660,835377,63867,296399,441388,30660,749932,321173,573822,749932,95.0,66.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,5773,314270,24456,115894,172619,8222,304124,139173,149850,304124,100.0,72.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,555582,42912,222410,343328,17231,522490,272623,275134,522490,103.0,74.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,4667,312310,18830,101147,99044,6607,291879,134167,275383,291879,99.0,70.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,909400,174279,451321,374923,54505,857364,636991,786843,857364,99.0,75.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,4416,303114,15535,99082,189906,6790,287260,130231,116640,287260,102.0,75.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,549077,27529,158041,309133,7851,505170,135162,262010,505170,99.0,66.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,20623,865913,69912,308514,491133,20393,797713,381181,693191,797713,101.0,70.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,505950,37357,167506,282826,9845,457317,167021,317795,457317,101.0,72.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,46875,5067,6425,22716,907,24750,58161,15987,24750,94.0,73.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,81601,10310,18419,42636,2726,43755,127388,50104,43755,97.0,75.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,948,133744,10393,26870,83598,3454,78159,174397,38316,78159,96.0,74.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,6394,314567,36186,85405,182610,11356,231324,365146,166347,231324,96.0,79.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,27183,536402,82012,199395,444212,44989,433913,311695,463682,433913,87.0,61.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,13634,268120,58336,172585,364661,21667,262098,254141,356823,262098,88.0,57.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,391542,85491,428871,701941,41965,355913,278760,373803,355913,90.0,62.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,99581,27308,194387,311614,9813,61470,67875,146958,61470,98.0,62.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,2404,65479,14279,79012,179939,5088,60174,72893,150177,60174,86.0,67.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,183381,47324,158303,521004,20757,159910,135150,299061,159910,102.0,60.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,2989,119121,19999,44164,114603,13301,111663,134051,171586,111663,86.0,61.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2681,85814,35463,47690,397685,13451,71676,93687,223076,71676,89.0,40.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,119972,42969,200434,324245,10846,115533,124786,217983,115533,94.0,61.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,57400,15510,37109,232350,6167,34497,48201,141528,34497,93.0,40.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,73522,18612,63112,183817,5202,52233,90787,133063,52233,86.0,56.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,108116,26293,113799,446335,11935,116157,103904,305263,116157,91.0,52.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,272830,56575,146446,456654,24436,300504,462993,428849,300504,89.0,49.0
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,3423,108101,30244,143642,309655,11477,76856,62328,172901,76856,96.0,57.0
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,7303,268353,37341,148185,378636,17143,260312,380737,470279,260312,92.0,58.0
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,7865,223922,38225,151182,321044,20979,254050,257848,393105,254050,90.0,58.0
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,3492,99602,20762,88299,220298,7313,109887,74557,129320,109887,92.0,60.0
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,827,41046,9437,35826,105264,2805,27006,27623,44786,27006,88.0,54.0
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,4469,150001,36068,194341,353180,13388,122308,100060,257442,122308,102.0,60.0
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,2635,69591,19712,88607,189111,6644,79090,57574,141689,79090,87.0,59.0
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,2964,113098,21506,118571,194564,7736,84543,93434,166012,84543,87.0,67.0
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,4746,127754,28625,179996,346448,15426,99531,94981,238464,99531,96.0,59.0
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,2624,88081,18733,110391,204261,6765,87314,113500,182879,87314,87.0,58.0
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,3385,75263,33501,116445,331499,16758,97968,117023,211608,97968,90.0,57.0
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,5834,196080,31797,108627,278168,10940,169583,146593,237006,169583,88.0,61.0
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,53181,257586,87188,101645,128362,78631,232925,245877,276925,232925,85.0,68.0
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,78116,695130,179552,255949,409265,119441,592753,701900,750601,592753,88.0,67.0
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,5309,105767,50180,186306,383511,21169,139187,116171,216165,139187,95.0,61.0
Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,183,3433919,4313,104084,31811,118176,417980,13053,78099,66742,248745,78099,92.0,49.0
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,14597,296619,65360,273903,531565,30258,255280,213529,390206,255280,95.0,61.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,3845,95508,32065,103523,494925,12396,132969,173556,341739,132969,87.0,54.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,2217,104176,18615,106888,162840,7009,90428,114634,206627,90428,87.0,64.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,8002,181467,52398,256398,534790,22876,211780,131852,239695,211780,102.0,61.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,8517,183340,40774,92586,194290,18860,163900,147302,238492,163900,89.0,65.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,2825,89329,18303,69522,167023,7361,101804,166582,205042,101804,91.0,53.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,2488,61491,18082,95072,178143,6011,64187,85404,157415,64187,88.0,61.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,2682,49753,25354,97740,220794,12752,65556,89107,197245,65556,86.0,65.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,1503,43753,15029,45341,210669,4403,52946,46197,92723,52946,91.0,51.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,3486,127331,35931,119625,432174,12849,103014,95139,266463,103014,96.0,55.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,1079,77082,9906,34658,118185,5511,53524,42178,84273,53524,91.0,52.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,68506,582769,152257,639260,539667,90205,506413,539863,654614,506413,92.0,68.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,1316,42936,11298,37165,85723,5755,35422,41692,70567,35422,88.0,56.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,2642,79022,24451,111696,216358,7361,76780,72089,158322,76780,88.0,64.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,8726,281239,37596,103102,212964,16580,221574,154472,240390,221574,86.0,59.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,2656,149908,26716,150462,228921,7411,82073,87874,160149,82073,98.0,62.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,23717,425624,69473,275076,331961,42392,354359,421643,497784,354359,89.0,62.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,4447,145997,24518,140668,309079,10205,136132,102361,131018,136132,90.0,57.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,11690,281758,61846,186489,399563,19316,283005,496107,532409,283005,91.0,47.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,10077,368153,56149,98691,377807,32866,331760,449383,553728,331760,89.0,58.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,2870,83006,18097,66129,242225,7560,106945,162404,169387,106945,89.0,52.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,716,71612,5961,19109,62048,2803,37216,20284,42404,37216,98.0,46.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,5149,140538,34400,197846,447696,15781,135185,74799,186336,135185,100.0,60.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,5184,247856,34788,153041,509053,13483,130197,112567,297883,130197,94.0,58.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,3847,131112,25960,43839,247366,14386,134249,260618,254563,134249,91.0,45.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,9699,404499,38816,154153,365960,21310,294410,343084,468873,294410,89.0,60.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,2031,79525,19729,63506,201340,6778,49191,38686,123330,49191,97.0,56.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,3889,115163,27533,87355,333199,9927,135885,198260,243864,135885,87.0,50.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,3874,102040,34609,127750,575384,11679,123246,145037,371343,123246,89.0,51.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,5149,95582,25220,63846,203774,10279,80712,78826,90701,80712,92.0,53.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,5956,233701,44008,176414,526011,18382,135697,101900,278962,135697,98.0,59.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,3476,99466,28719,101934,417537,10191,134235,141351,362568,134235,91.0,57.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,19214,336056,57583,281652,412569,24216,309911,295357,301753,309911,91.0,65.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,1830,109876,9858,37742,2673,3396,70237,76958,77118,70237,114.0,70.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,435,47083,3595,10900,975,1149,25873,31604,28198,25873,109.0,69.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,899,71524,5582,27168,861,2516,46579,45572,46547,46579,102.0,72.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,548,37725,3159,15110,7523,1387,22588,24284,24002,22588,98.0,68.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,1344,95421,7932,28375,1600,3008,58954,61543,58037,58954,102.0,71.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,1366,117239,7831,30704,3876,4324,68294,74477,78515,68294,108.0,66.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,7883,254802,28053,111062,194624,16841,192243,207848,207469,192243,92.0,63.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,602,52621,4104,18882,1353,1637,29400,29106,36136,29400,96.0,65.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,4273,334670,34128,133465,546543,7898,177819,153487,136050,177819,96.0,62.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,32323,1049943,141387,439823,1104486,46714,747286,949552,804546,747286,95.0,68.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,5210,333752,39636,115743,451618,7305,191514,195797,186877,191514,96.0,62.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,2518,168069,24318,52345,225689,6211,103980,145974,86762,103980,96.0,65.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,10943,297176,38065,110193,125953,15192,222987,251140,196540,222987,97.0,71.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,30751,796953,99261,304594,576054,22295,539312,768670,455139,539312,94.0,74.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,31725,965258,118459,380060,903374,24013,628340,903933,613305,628340,96.0,74.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,9322,382500,48818,129393,502539,16431,268908,428531,302540,268908,95.0,65.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,136618,927602,252644,691804,252887,85605,816141,915319,868116,816141,91.0,80.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,5357,297716,63525,92207,401774,9639,142659,266247,175732,142659,94.0,52.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,7951,541169,79729,170051,840951,14050,296566,617358,388157,296566,96.0,57.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,12787,623729,77210,209562,796698,18658,384314,955780,456320,384314,95.0,67.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,3551,189889,32862,77621,393127,6602,104489,67448,66231,104489,96.0,55.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,2883,199307,31210,59457,362567,8150,105431,164644,179022,105431,94.0,50.0
